avgpol,axxpol,ayypol,azzpol,molpol,ASA+,ASA-,ASA_H,ASA_P,asa,maximalprojectionarea,maximalprojectionradius,minimalprojectionarea,minimalprojectionradius,psa,vdwsa,volume,chainatomcount,chainbondcount,fsp3,fusedringcount,rotatablebondcount,acceptorcount,accsitecount,donorcount,donsitecount,mass,hararyindex,balabanindex,hyperwienerindex,wienerindex,wienerpolarity,dipole,nHeavyAtom,nC,nN,nO,nS,nP,fragCpx,nRing,SLogP
24.17,27.94,23.98,20.59,24.04,326.79,251.57,75.22,307.3,19.49,62.23,5.77,45.2,4.42,17.07,364.26,216.57,7.0,7.0,0.79,2.0,2.0,1.0,2.0,0.0,0.0,204.313,45.48,2.09,772.0,323.0,26.0,2.86,15,14,0,1,0,0,46.01,2,3.1853000000000016
27.33,26.78,22.53,32.68,26.62,414.31,319.21,95.1,397.77,16.53,72.49,6.59,47.07,4.95,17.07,417.18,245.66,10.0,10.0,0.8,0.0,3.0,1.0,2.0,0.0,0.0,220.356,47.04,2.67,1170.0,428.0,24.0,2.94,16,15,0,1,0,0,16.01,1,3.6773000000000025
20.91,17.07,15.71,29.96,19.42,435.37,350.98,84.38,392.11,43.26,63.02,8.12,27.63,3.38,20.23,294.4,180.91,12.0,11.0,0.64,0.0,7.0,1.0,2.0,1.0,1.0,164.248,25.24,2.73,1001.0,286.0,9.0,1.63,12,11,0,1,0,0,11.01,0,1.9559
28.18,35.15,28.48,20.92,28.89,421.19,304.91,116.28,373.51,47.67,80.97,6.55,46.63,5.35,46.61,401.81,253.72,9.0,10.0,0.38,0.0,5.0,2.0,4.0,0.0,0.0,271.316,63.44,1.83,3093.0,877.0,26.0,3.06,20,16,1,3,0,0,61.04,2,2.380000000000001
31.26,28.56,23.91,41.31,28.74,567.2,393.47,173.74,452.31,114.9,93.03,9.73,40.27,5.01,62.02,463.97,270.36,16.0,16.0,0.8,0.0,12.0,4.0,6.0,1.0,1.0,264.369,52.03,1.75,4558.0,997.0,18.0,1.61,19,15,2,2,0,0,19.04,1,4.157400000000004
22.24,16.63,17.52,32.55,20.4,436.72,314.0,122.72,352.53,84.19,69.65,8.69,28.18,3.63,37.3,332.57,196.32,13.0,12.0,0.73,0.0,8.0,2.0,4.0,1.0,1.0,182.263,28.76,2.84,1290.0,354.0,10.0,1.5,13,11,0,2,0,0,12.02,0,2.825000000000001
32.86,25.13,24.34,49.11,29.61,607.01,441.46,165.56,522.0,85.01,97.69,11.73,42.56,4.25,37.3,486.03,281.25,18.0,17.0,0.81,0.0,13.0,2.0,4.0,1.0,1.0,252.398,45.35,2.9,4695.0,954.0,15.0,1.64,18,16,0,2,0,0,17.02,0,4.775500000000004
37.13,27.22,28.17,56.01,33.3,670.86,491.38,179.48,586.2,84.66,109.1,12.98,33.84,4.0,37.3,546.94,315.08,20.0,19.0,0.83,0.0,15.0,2.0,4.0,1.0,1.0,280.452,52.4,2.92,7128.0,1313.0,17.0,1.63,20,18,0,2,0,0,19.02,0,5.555700000000005
22.24,16.26,17.61,32.85,20.52,441.67,345.14,96.53,398.43,43.23,69.5,8.79,25.96,3.44,20.23,336.71,194.1,12.0,11.0,0.82,0.0,8.0,1.0,2.0,1.0,1.0,168.28,25.24,2.73,1001.0,286.0,9.0,1.66,12,11,0,1,0,0,11.01,0,2.7327000000000017
24.13,20.38,17.93,34.06,22.39,456.03,353.28,102.75,432.94,23.1,72.96,8.29,30.97,3.77,18.46,358.71,209.77,8.0,8.0,0.83,0.0,6.0,2.0,4.0,0.0,0.0,196.29,34.16,1.82,1408.0,399.0,13.0,2.76,14,12,0,2,0,0,14.02,1,2.723200000000001
21.99,19.45,16.41,30.13,20.55,422.81,328.09,94.72,399.86,22.95,67.21,7.46,31.83,3.64,18.46,327.75,192.8,7.0,7.0,0.82,0.0,5.0,2.0,4.0,0.0,0.0,182.263,30.93,1.72,1022.0,314.0,12.0,2.58,13,11,0,2,0,0,13.02,1,2.3331
21.28,16.51,18.36,28.96,19.96,447.14,322.59,124.55,407.6,39.54,63.68,7.34,31.76,3.57,38.33,332.83,191.62,13.0,12.0,0.7,0.0,5.0,1.0,2.0,1.0,1.0,183.251,30.62,3.35,957.0,306.0,11.0,2.6,13,10,1,2,0,0,12.03,0,1.9245
24.51,21.05,19.35,33.12,24.02,482.29,321.91,160.38,429.32,52.97,70.34,7.97,37.4,4.15,38.33,343.31,211.12,10.0,10.0,0.31,0.0,6.0,1.0,2.0,1.0,1.0,217.268,42.01,1.94,2096.0,564.0,16.0,2.56,16,13,1,2,0,0,16.03,1,2.3262
19.92,17.23,15.0,27.54,18.71,392.18,305.73,86.45,369.04,23.14,61.36,7.07,29.87,3.75,18.46,297.43,175.86,6.0,6.0,0.8,0.0,4.0,2.0,4.0,0.0,0.0,168.236,27.77,1.91,721.0,242.0,11.0,2.76,12,10,0,2,0,0,12.02,1,1.943
20.87,18.19,16.1,28.3,21.0,423.76,304.59,119.17,412.04,11.72,61.41,7.28,32.45,3.54,9.23,296.12,180.53,7.0,7.0,0.33,0.0,5.0,1.0,2.0,0.0,0.0,174.243,30.93,1.72,1022.0,314.0,12.0,1.85,13,12,0,1,0,0,13.01,1,2.616600000000001
18.74,17.31,15.44,23.48,17.97,396.81,266.32,130.49,361.25,35.57,52.87,6.25,30.24,3.48,26.3,270.36,164.45,11.0,10.0,0.62,0.0,4.0,1.0,2.0,0.0,0.0,219.078,24.38,3.44,464.0,178.0,11.0,1.37,11,8,0,2,0,0,10.03,0,1.7264000000000002
26.3,35.18,26.66,17.04,25.39,532.21,416.84,115.38,453.9,78.31,82.07,7.65,40.1,4.9,56.79,375.66,229.48,12.0,12.0,0.31,0.0,6.0,4.0,7.0,1.0,1.0,249.266,52.66,2.35,2335.0,682.0,23.0,3.73,18,13,1,4,0,0,18.05,1,2.2756
17.8,13.42,16.17,23.82,16.87,358.8,282.31,76.5,334.51,24.3,54.85,6.29,28.34,3.66,18.46,266.62,158.79,5.0,5.0,0.78,0.0,3.0,2.0,4.0,0.0,0.0,154.209,24.67,1.78,492.0,182.0,10.0,2.56,11,9,0,2,0,0,11.02,1,1.5529
18.8,16.72,12.82,26.86,19.15,390.85,281.78,109.07,378.07,12.78,58.81,7.0,29.91,3.5,9.23,265.22,163.45,6.0,6.0,0.27,0.0,4.0,1.0,2.0,0.0,0.0,160.216,27.77,1.91,721.0,242.0,11.0,1.59,12,11,0,1,0,0,12.01,1,2.2265
22.48,18.03,19.78,29.64,23.64,376.86,280.94,95.92,372.97,3.89,60.78,6.53,35.98,3.88,3.24,333.98,202.01,8.0,8.0,0.38,0.0,4.0,1.0,1.0,0.0,0.0,187.286,36.33,2.2,981.0,337.0,16.0,0.76,14,13,1,0,0,0,14.01,1,2.1826
21.7,27.32,21.52,16.27,22.89,349.06,265.63,83.42,344.71,4.35,62.06,6.05,35.62,3.94,3.24,308.1,189.64,5.0,5.0,0.38,2.0,2.0,1.0,1.0,0.0,0.0,185.27,39.05,1.93,766.0,297.0,19.0,0.19,14,13,1,0,0,0,43.01,2,2.2389
18.74,18.8,23.63,13.78,20.03,357.39,257.14,100.25,351.72,5.67,56.12,5.73,31.73,3.88,3.24,273.54,167.65,6.0,6.0,0.27,0.0,3.0,1.0,1.0,0.0,0.0,159.232,28.65,2.11,592.0,221.0,12.0,0.95,12,11,1,0,0,0,12.01,1,1.7516
34.19,28.71,31.42,42.45,33.66,552.64,337.35,215.29,491.9,60.74,88.04,8.5,51.29,5.17,29.54,457.56,289.25,15.0,15.0,0.4,0.0,9.0,2.0,3.0,0.0,0.0,348.65,64.54,2.15,4361.0,1102.0,23.0,1.17,21,15,1,2,0,0,21.06,1,3.425300000000002
22.26,26.77,23.04,16.98,21.47,449.55,339.13,110.42,445.37,4.18,70.01,6.45,41.85,5.18,3.24,350.61,199.07,12.0,11.0,0.82,0.0,7.0,1.0,1.0,0.0,0.0,167.296,26.78,3.4,665.0,238.0,11.0,0.94,12,11,1,0,0,0,11.01,0,2.5218000000000007
22.93,19.06,20.47,29.26,23.63,377.02,272.07,104.95,333.53,43.49,61.09,6.19,39.06,4.35,3.24,319.1,198.82,8.0,8.0,0.33,0.0,5.0,1.0,1.0,0.0,0.0,207.7,36.04,2.21,958.0,336.0,15.0,1.56,14,12,1,0,0,0,14.02,1,2.3606000000000007
20.33,27.37,20.44,13.19,20.62,350.6,229.71,120.89,303.22,47.38,63.41,6.01,30.66,3.8,37.38,266.19,176.81,5.0,5.0,0.17,2.0,1.0,2.0,4.0,0.0,0.0,199.209,44.15,1.91,867.0,342.0,24.0,4.99,15,12,1,2,0,0,46.03,2,0.8447
24.55,27.29,28.27,18.11,24.69,488.99,364.55,124.43,401.29,87.69,75.13,6.43,42.98,4.68,47.56,361.37,220.11,11.0,11.0,0.31,0.0,5.0,3.0,6.0,1.0,1.0,233.267,48.55,2.17,1956.0,584.0,22.0,4.34,17,13,1,3,0,0,17.04,1,0.9956999999999998
21.81,22.75,26.38,16.3,22.16,429.93,319.45,110.48,377.23,52.7,66.79,6.44,39.45,4.16,38.33,313.57,193.99,9.0,9.0,0.25,0.0,4.0,2.0,4.0,1.0,1.0,203.241,39.58,1.97,1431.0,434.0,17.0,5.11,15,12,1,2,0,0,15.03,1,0.9870999999999996
20.78,20.11,30.13,12.11,20.41,367.94,224.59,143.35,330.27,37.67,64.69,6.72,25.06,4.01,29.1,253.5,169.47,7.0,7.0,0.1,0.0,2.0,1.0,2.0,1.0,1.0,238.084,32.65,2.02,772.0,274.0,15.0,4.76,13,10,1,1,0,0,13.03,1,1.8121
19.33,19.08,27.98,10.93,19.42,357.08,237.9,119.18,280.9,76.18,65.08,6.93,25.62,3.84,52.89,250.13,167.79,8.0,8.0,0.09,0.0,2.0,2.0,3.0,1.0,1.0,184.198,36.3,2.19,1036.0,343.0,17.0,4.83,14,11,2,1,0,0,14.03,1,0.92128
19.54,19.65,27.44,11.53,19.03,392.02,243.26,148.76,283.5,108.51,65.47,6.62,25.8,4.02,29.1,271.75,172.96,8.0,8.0,0.18,0.0,2.0,1.0,2.0,1.0,1.0,191.205,36.98,2.3,932.0,327.0,18.0,5.1,14,11,1,1,0,0,14.03,1,1.49712
21.67,23.01,29.44,12.55,21.42,379.38,207.03,172.34,317.32,62.06,68.33,6.61,26.94,4.06,29.1,264.63,179.11,8.0,8.0,0.1,0.0,2.0,1.0,2.0,1.0,1.0,228.07,36.98,2.3,932.0,327.0,18.0,5.01,14,10,1,1,0,0,14.04,1,2.3564000000000007
19.56,19.27,28.12,11.29,19.47,362.71,243.5,119.21,312.4,50.32,63.46,6.6,24.97,4.0,29.1,249.2,165.09,7.0,7.0,0.1,0.0,2.0,1.0,2.0,1.0,1.0,193.63,32.65,2.02,772.0,274.0,15.0,4.77,13,10,1,1,0,0,13.03,1,1.703
19.18,21.69,24.95,10.92,19.42,356.62,206.46,150.16,257.22,99.4,64.53,6.06,27.99,4.3,52.89,250.09,167.78,8.0,8.0,0.09,0.0,2.0,2.0,3.0,1.0,1.0,184.198,36.6,2.27,948.0,331.0,17.0,1.5,14,11,2,1,0,0,14.03,1,0.92128
20.65,19.22,15.48,27.25,21.79,375.29,275.12,100.16,369.73,5.56,61.74,6.42,33.98,3.81,12.03,297.81,183.89,7.0,7.0,0.33,0.0,4.0,1.0,1.0,1.0,1.0,173.259,31.95,1.91,836.0,286.0,13.0,0.78,13,12,1,0,0,0,13.01,1,1.8404
21.21,20.68,28.99,13.96,21.86,364.55,225.09,139.46,355.6,8.95,64.39,6.48,29.43,3.78,12.03,271.29,177.72,7.0,7.0,0.2,0.0,3.0,1.0,1.0,1.0,1.0,214.09,32.59,2.01,785.0,276.0,15.0,2.4,13,10,1,0,0,0,13.03,1,2.716200000000001
22.66,23.39,31.19,13.4,22.33,413.45,201.27,212.17,353.3,60.14,71.62,6.97,32.37,4.53,38.33,281.49,188.13,9.0,9.0,0.1,0.0,3.0,2.0,3.0,1.0,1.0,244.07,40.56,2.13,1216.0,404.0,18.0,3.01,15,10,1,2,0,0,15.05,1,3.1751000000000014
20.65,18.71,31.18,12.05,20.38,401.18,210.93,190.25,341.33,59.85,67.3,7.55,23.66,3.63,38.33,266.5,174.07,8.0,8.0,0.1,0.0,3.0,2.0,3.0,1.0,1.0,209.63,35.86,2.1,1093.0,353.0,15.0,3.6,14,10,1,2,0,0,14.04,1,2.5217
18.28,26.51,17.69,10.64,18.49,383.7,233.78,149.92,323.76,59.94,62.47,6.92,23.87,3.62,38.33,250.18,160.18,7.0,7.0,0.1,0.0,3.0,2.0,3.0,1.0,1.0,175.187,31.95,1.91,836.0,286.0,13.0,2.96,13,10,1,2,0,0,13.03,1,1.8683
19.56,18.18,16.13,24.36,19.3,382.86,304.16,78.7,363.65,19.22,56.6,5.91,35.25,4.05,12.47,281.29,171.91,6.0,6.0,0.6,0.0,3.0,2.0,3.0,0.0,0.0,165.236,28.47,2.06,631.0,227.0,12.0,2.47,12,10,1,1,0,0,12.02,1,0.8981
29.22,19.38,27.69,40.58,29.0,511.97,328.97,183.01,409.76,102.21,88.57,8.76,40.03,4.32,55.84,387.14,247.25,11.0,11.0,0.29,2.0,7.0,4.0,7.0,0.0,0.0,291.32,62.26,1.68,3695.0,946.0,26.0,2.34,20,14,1,4,1,0,61.06,2,1.2559999999999998
21.48,29.49,20.59,14.37,21.36,439.32,287.21,152.11,354.26,85.06,65.39,6.83,30.3,3.82,43.37,298.83,182.17,8.0,8.0,0.2,0.0,3.0,2.0,4.0,0.0,0.0,210.25,37.47,2.38,881.0,318.0,18.0,4.94,14,10,0,3,1,0,14.04,1,1.33352
19.21,18.79,26.05,12.8,19.6,398.0,253.51,144.49,312.84,85.16,60.35,6.27,31.58,3.9,43.37,266.49,165.27,7.0,7.0,0.11,0.0,3.0,2.0,4.0,0.0,0.0,196.22,33.47,2.18,665.0,256.0,16.0,4.83,13,9,0,3,1,0,13.04,1,1.0251
20.71,27.73,20.89,13.51,20.74,409.52,289.09,120.43,398.77,10.74,63.4,6.31,34.35,4.34,9.23,300.1,180.18,7.0,7.0,0.33,0.0,2.0,1.0,2.0,0.0,0.0,174.243,33.68,2.23,644.0,252.0,17.0,3.7,13,12,0,1,0,0,13.01,1,2.6238600000000014
20.52,13.82,21.01,26.72,20.41,414.04,280.4,133.64,320.28,93.77,64.51,6.03,36.05,4.7,38.69,294.36,180.97,8.0,8.0,0.27,0.0,4.0,3.0,6.0,1.0,1.0,192.214,36.99,2.38,868.0,319.0,18.0,1.81,14,11,0,3,0,0,14.03,1,1.1995
20.93,13.38,19.57,29.85,20.71,356.79,211.18,145.61,279.49,77.29,62.81,6.57,31.95,4.07,29.46,266.7,173.24,7.0,7.0,0.2,0.0,3.0,2.0,4.0,1.0,1.0,241.084,33.14,2.15,683.0,260.0,16.0,4.37,13,10,0,2,0,0,13.03,1,1.9534
22.56,16.17,20.02,31.47,22.75,410.98,300.39,110.59,394.57,16.4,64.96,7.03,33.18,3.51,9.23,332.23,197.85,8.0,8.0,0.38,0.0,3.0,1.0,2.0,0.0,0.0,188.27,36.93,2.24,1004.0,336.0,17.0,3.47,14,13,0,1,0,0,14.01,1,2.996100000000002
20.67,14.88,17.82,29.31,20.9,398.18,289.25,108.93,381.76,16.42,59.82,6.93,30.62,3.55,9.23,296.95,180.44,7.0,7.0,0.33,0.0,3.0,1.0,2.0,0.0,0.0,174.243,32.52,1.98,817.0,280.0,15.0,3.43,13,12,0,1,0,0,13.01,1,2.822000000000001
20.82,14.42,17.87,30.16,20.9,413.47,294.36,119.11,397.12,16.35,62.99,7.29,29.5,3.53,9.23,297.74,180.26,7.0,7.0,0.33,0.0,4.0,1.0,2.0,0.0,0.0,174.243,31.99,1.92,878.0,290.0,14.0,3.43,13,12,0,1,0,0,13.01,1,2.6511000000000013
20.55,19.36,13.84,28.46,20.41,413.9,293.21,120.69,331.76,82.14,63.82,6.87,33.13,4.37,38.69,294.32,180.94,8.0,8.0,0.27,0.0,4.0,3.0,6.0,1.0,1.0,192.214,36.92,2.35,900.0,323.0,18.0,1.86,14,11,0,3,0,0,14.03,1,1.1995
31.18,37.84,36.21,19.49,30.15,492.54,356.87,135.67,427.25,65.29,92.38,7.11,42.34,5.7,32.78,418.57,262.4,8.0,9.0,0.4,0.0,3.0,3.0,5.0,0.0,0.0,292.76,64.96,1.94,2730.0,828.0,29.0,5.0,20,15,2,2,0,0,61.05,2,1.7396000000000005
17.64,15.55,11.31,26.07,17.95,380.86,253.86,127.0,315.64,65.22,57.52,6.93,25.63,3.4,18.46,252.69,155.59,6.0,6.0,0.2,0.0,3.0,2.0,4.0,0.0,0.0,162.188,28.61,2.09,633.0,226.0,13.0,0.25,12,10,0,2,0,0,12.02,1,1.7072
19.95,14.22,20.04,25.6,20.65,368.69,274.86,93.84,345.03,23.67,59.55,6.01,35.07,4.16,35.25,279.22,175.34,7.0,7.0,0.27,0.0,3.0,2.0,3.0,1.0,2.0,175.231,32.82,2.07,731.0,268.0,15.0,3.4,13,11,1,1,0,0,13.02,1,1.7183
20.31,25.08,21.29,14.56,20.9,373.89,276.42,97.47,362.84,11.05,59.56,5.86,37.37,4.34,9.23,296.6,180.54,7.0,7.0,0.33,0.0,3.0,1.0,2.0,0.0,0.0,174.243,33.26,2.19,657.0,256.0,16.0,3.79,13,12,0,1,0,0,13.01,1,2.822000000000001
27.49,35.17,27.55,19.74,26.91,495.32,334.19,161.14,400.6,94.72,81.02,7.4,45.74,5.3,46.53,395.4,242.1,12.0,12.0,0.4,0.0,8.0,3.0,6.0,1.0,1.0,246.306,50.81,2.12,2817.0,746.0,20.0,3.07,18,15,0,3,0,0,18.03,1,2.8861000000000008
21.81,30.62,22.05,12.76,22.64,383.04,212.81,170.23,272.58,110.46,65.45,6.83,30.24,4.25,22.12,254.89,173.74,5.0,5.0,0.1,2.0,2.0,2.0,3.0,0.0,0.0,223.67,38.56,1.84,853.0,311.0,18.0,4.53,14,10,1,1,1,0,43.04,2,2.9617000000000013
20.88,14.04,19.02,29.59,21.37,401.96,282.78,119.18,390.75,11.21,60.83,6.57,30.01,3.93,0.0,276.27,172.95,6.0,6.0,0.27,0.0,2.0,0.0,0.0,0.0,0.0,176.28,29.31,2.25,543.0,211.0,14.0,3.98,12,11,0,0,1,0,12.01,1,3.028740000000001
26.39,16.67,24.09,38.4,24.74,430.31,284.29,146.02,349.17,81.14,73.34,7.5,30.69,4.04,41.46,305.71,206.48,7.0,7.0,0.27,2.0,2.0,2.0,3.0,1.0,1.0,250.33,47.82,1.72,1247.0,435.0,24.0,3.08,16,11,2,1,2,0,49.05,2,2.32674
28.34,40.14,26.74,18.15,26.57,450.02,322.93,127.09,394.86,55.16,77.9,7.49,33.93,4.06,32.67,338.26,224.33,8.0,8.0,0.33,2.0,2.0,2.0,3.0,0.0,0.0,264.36,53.04,2.04,1410.0,496.0,28.0,2.48,17,12,2,1,2,0,52.05,2,2.3371400000000007
21.04,21.36,14.6,27.15,22.66,380.53,269.58,110.95,366.85,13.68,62.0,5.65,32.4,4.26,17.82,286.18,177.39,5.0,5.0,0.25,2.0,1.0,1.0,1.0,0.0,0.0,184.242,39.5,1.97,738.0,291.0,20.0,4.59,14,12,2,0,0,0,43.02,2,2.28634
22.44,25.79,28.77,12.77,21.77,456.87,311.12,145.74,305.17,151.7,73.53,6.23,39.09,5.99,52.6,303.65,193.96,10.0,10.0,0.17,0.0,4.0,2.0,4.0,0.0,0.0,218.208,46.28,2.6,1200.0,436.0,23.0,1.45,16,12,0,4,0,0,16.04,1,1.2411
17.51,23.45,17.46,11.63,17.94,374.57,262.71,111.86,281.27,93.31,56.3,5.76,32.32,4.32,18.46,252.79,155.55,6.0,6.0,0.2,0.0,2.0,2.0,4.0,0.0,0.0,162.188,29.88,2.41,469.0,198.0,16.0,1.2,12,10,0,2,0,0,12.02,1,1.6851
16.8,24.63,15.16,10.6,17.28,360.84,232.67,128.17,304.0,56.84,54.46,6.36,24.81,3.45,9.23,236.29,146.29,5.0,5.0,0.2,0.0,2.0,1.0,2.0,0.0,0.0,146.189,25.41,1.94,432.0,170.0,12.0,2.07,11,10,0,1,0,0,11.01,1,2.0666
23.09,19.51,16.17,33.59,22.82,454.18,299.07,155.1,403.46,50.71,68.62,8.23,30.51,3.51,9.23,328.22,197.3,8.0,8.0,0.38,0.0,5.0,1.0,2.0,0.0,0.0,188.27,35.13,1.98,1252.0,375.0,15.0,2.06,14,13,0,1,0,0,14.01,1,3.236900000000002
18.84,19.47,25.74,11.31,20.24,336.77,238.9,97.87,326.92,9.85,59.67,5.77,25.89,3.53,12.03,254.54,160.69,0.0,1.0,0.27,0.0,1.0,1.0,1.0,1.0,1.0,159.232,30.58,1.66,477.0,198.0,14.0,0.85,12,11,1,0,0,0,37.01,2,2.0633
20.75,19.24,17.08,25.94,20.28,348.63,278.17,70.46,343.1,5.53,57.29,5.78,32.56,3.69,12.36,310.18,180.76,0.0,1.0,0.91,0.0,1.0,1.0,1.0,0.0,0.0,165.28,30.58,1.66,477.0,198.0,14.0,1.48,12,11,1,0,0,0,37.01,2,3.191600000000002
20.03,15.57,19.2,25.32,19.07,352.91,283.21,69.7,336.44,16.47,59.81,5.79,31.96,3.84,18.46,307.39,177.1,0.0,1.0,1.0,0.0,1.0,2.0,4.0,0.0,0.0,170.252,30.58,1.66,477.0,198.0,14.0,0.14,12,10,0,2,0,0,37.02,2,2.1246
21.42,20.78,16.47,27.02,21.09,333.94,262.7,71.24,326.67,7.27,63.33,5.95,31.25,3.42,12.03,326.92,188.38,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,167.296,30.58,1.66,477.0,198.0,14.0,0.84,12,11,1,0,0,0,37.01,2,2.566300000000001
21.52,20.89,16.64,27.01,21.09,347.02,273.27,73.75,344.2,2.82,62.95,5.87,31.05,3.71,3.24,331.84,189.08,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,167.296,30.58,1.66,477.0,198.0,14.0,0.77,12,11,1,0,0,0,37.01,2,2.805000000000001
24.98,32.86,23.71,18.36,24.45,359.9,277.47,82.43,348.46,11.44,67.77,6.0,34.13,3.76,12.36,330.05,205.25,0.0,0.0,0.92,3.0,0.0,1.0,1.0,0.0,0.0,209.35,40.79,1.68,680.0,279.0,21.0,0.53,14,12,1,0,1,0,74.02,3,3.4280000000000017
24.36,21.79,22.19,29.08,24.46,361.49,289.49,72.0,350.67,10.81,61.15,5.94,36.64,3.69,15.27,382.77,218.43,1.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,196.338,37.72,1.71,902.0,322.0,18.0,1.38,14,12,2,0,0,0,43.02,2,1.862
24.96,24.29,18.79,31.79,24.46,383.77,306.18,77.59,377.24,6.53,72.1,6.44,32.63,4.05,15.27,381.95,218.46,1.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,196.338,37.72,1.71,902.0,322.0,18.0,0.31,14,12,2,0,0,0,43.02,2,2.0044999999999997
22.42,21.26,18.4,27.61,23.41,379.54,257.08,122.47,374.75,4.8,60.51,6.01,36.06,3.87,3.24,303.9,190.87,7.0,7.0,0.27,0.0,4.0,1.0,1.0,0.0,0.0,240.144,32.43,1.98,774.0,276.0,13.0,0.9,13,11,1,0,0,0,13.02,1,3.027000000000002
21.94,21.64,17.51,26.68,22.52,406.9,300.0,106.89,336.18,70.72,62.12,5.94,38.11,4.45,46.53,311.47,196.69,9.0,9.0,0.25,0.0,5.0,2.0,4.0,1.0,1.0,206.241,41.81,2.35,986.0,368.0,21.0,3.08,15,12,0,3,0,0,15.03,1,1.4916999999999998
24.66,32.68,21.89,19.41,25.44,402.66,244.85,157.81,311.17,91.48,66.39,6.52,37.52,3.76,55.4,309.66,209.15,7.0,7.0,0.17,2.0,3.0,2.0,4.0,1.0,1.0,249.28,52.52,1.98,1431.0,502.0,27.0,4.4,17,12,1,3,1,0,52.05,2,1.8286
28.68,26.95,24.6,34.48,27.13,515.64,395.7,119.94,460.09,55.55,77.93,7.19,46.77,4.74,57.15,446.04,258.21,13.0,13.0,0.85,0.0,7.0,5.0,10.0,1.0,1.0,260.33,54.64,2.55,1958.0,628.0,24.0,1.6,18,13,0,5,0,0,18.05,1,1.4540999999999995
22.05,18.76,19.67,27.74,21.81,435.78,342.03,93.75,391.61,44.17,63.39,6.11,38.28,4.18,23.47,331.76,199.19,13.0,12.0,0.64,0.0,6.0,2.0,3.0,1.0,1.0,181.279,30.92,3.57,838.0,290.0,13.0,1.27,13,11,1,1,0,0,12.02,0,1.2686
23.31,28.02,23.84,18.08,24.11,428.39,309.61,118.78,411.65,16.75,64.89,5.77,42.18,4.76,20.31,344.53,207.75,9.0,9.0,0.31,0.0,3.0,1.0,2.0,0.0,0.0,203.285,41.96,2.34,1007.0,370.0,21.0,5.15,15,13,1,1,0,0,15.02,1,2.9240200000000014
30.27,27.23,20.44,43.15,28.45,562.36,403.9,158.47,497.14,65.23,92.35,9.87,32.99,4.03,58.2,434.12,261.6,18.0,17.0,0.57,0.0,9.0,2.0,4.0,2.0,2.0,252.358,47.76,3.22,3807.0,861.0,19.0,1.35,18,14,2,2,0,0,17.04,0,1.9314
19.65,15.67,17.36,25.9,20.51,385.92,256.03,129.89,354.3,31.62,57.59,6.19,32.48,3.56,29.1,277.26,173.2,7.0,7.0,0.18,0.0,3.0,1.0,2.0,1.0,1.0,175.231,32.32,1.94,799.0,280.0,14.0,3.85,13,11,1,1,0,0,13.02,1,1.8789
18.79,18.99,26.62,10.76,19.25,365.16,245.66,119.5,289.04,76.12,63.53,6.21,24.54,3.38,49.33,255.88,164.77,7.0,7.0,0.1,0.0,2.0,2.0,4.0,2.0,2.0,177.203,32.99,2.05,735.0,268.0,15.0,5.03,13,10,1,2,0,0,13.03,1,1.9068
23.51,31.08,26.47,12.97,26.25,399.69,253.41,146.28,370.52,29.17,76.66,6.27,32.11,4.74,29.1,306.84,199.57,6.0,6.0,0.07,2.0,2.0,1.0,2.0,1.0,1.0,211.264,47.43,1.69,1213.0,434.0,23.0,3.8,16,14,1,1,0,0,49.02,2,3.354400000000002
26.73,24.74,24.59,30.86,26.19,451.8,333.79,118.0,416.8,34.99,66.57,6.16,48.3,4.65,29.54,418.34,244.96,11.0,11.0,0.77,0.0,3.0,3.0,5.0,0.0,0.0,240.323,52.26,2.56,1413.0,500.0,27.0,5.05,17,13,1,3,0,0,17.04,1,2.4728000000000003
25.15,30.21,25.45,19.79,24.47,436.2,324.25,111.95,409.73,26.47,71.47,6.41,41.06,4.62,26.3,384.27,225.16,9.0,9.0,0.77,0.0,3.0,1.0,2.0,0.0,0.0,210.317,42.13,2.32,1021.0,372.0,19.0,2.21,15,13,0,2,0,0,15.02,1,3.320500000000002
25.94,24.42,21.92,31.46,25.58,400.25,303.91,96.34,375.99,24.26,66.36,6.34,39.68,3.9,26.3,391.01,231.14,9.0,9.0,0.79,2.0,3.0,1.0,2.0,0.0,0.0,222.328,49.44,1.85,1080.0,407.0,27.0,2.27,16,14,0,2,0,0,49.02,2,3.320500000000002
19.39,14.73,18.6,24.83,18.94,370.52,269.53,100.99,340.67,29.85,59.18,6.06,31.55,3.73,26.3,290.57,173.76,6.0,6.0,0.7,0.0,3.0,1.0,2.0,0.0,0.0,168.236,29.17,2.2,542.0,212.0,13.0,2.2,12,10,0,2,0,0,12.02,1,2.438400000000001
24.19,20.54,23.43,28.59,23.36,490.35,360.02,130.33,458.09,32.25,69.73,6.45,41.84,5.05,26.3,382.47,219.02,14.0,13.0,0.75,0.0,8.0,1.0,2.0,0.0,0.0,198.306,34.46,3.6,1109.0,361.0,15.0,2.22,14,12,0,2,0,0,13.02,0,3.3221000000000025
