ligand,amount,fom,window
octadecane-1-thiol,15.450000000000001,0.8795116486872585,large
octadecane-1-thiol,17.05,0.9361955485871286,large
octadecane-1-thiol,17.75,0.7341821768861658,large
octadecane-1-thiol,0.019999999999999997,1.2763512477197747,small
octadecane-1-thiol,0.009899999999999999,1.1251113598464948,small
octadecane-1-thiol,0.014899999999999998,1.3741834427080104,small
octadecane-1-thiol,0.0048,1.141816805302197,small
octadecane-1-thiol,0.012299999999999998,1.2470834325918045,small
octadecane-1-thiol,0.0024,1.1899477546917985,small
octadecane-1-thiol,0.007299999999999999,1.26743854404955,small
octadecane-1-thiol,0.0174,1.4537829714886161,small
octadecane-1-thiol,0.0186,1.4479834485819365,small
octadecane-1-thiol,0.008499999999999999,1.311457745260884,small
octadecane-1-thiol,0.011099999999999999,1.280179089476209,small
octadecane-1-thiol,0.0012,1.1210485610513024,small
octadecane-1-thiol,0.0036,1.2166936976037646,small
octadecane-1-thiol,0.0060999999999999995,1.30635721954451,small
octadecane-1-thiol,0.013499999999999998,1.3601760872473805,small
octadecane-1-thiol,0.0162,1.3994080387940178,small
octadecane-1-thiol,0.007899999999999999,1.342100059065589,small
octadecane-1-thiol,0.009099999999999999,1.369388361142022,small
octadecane-1-thiol,0.010499999999999999,1.345074223581202,small
octadecane-1-thiol,0.014099999999999998,1.4528588071361677,small
octadecane-1-thiol,0.0156,1.5144841224517769,small
octadecane-1-thiol,0.018,1.488417596976886,small
octadecane-1-thiol,0.019399999999999997,1.4472100483293577,small
octadecane-1-thiol,0.0006,1.0622623099540203,small
octadecane-1-thiol,0.0018,1.1464611227683161,small
octadecane-1-thiol,0.0029999999999999996,1.18212172732583,small
octadecane-1-thiol,0.0042,1.1840992824020442,small
octadecane-1-thiol,0.0055,1.230019677651996,small
octadecane-1-thiol,0.006699999999999999,1.3873292890265274,small
octadecane-1-thiol,0.011699999999999999,1.3036121381416859,small
octadecane-1-thiol,0.012899999999999998,1.3937984394936676,small
octadecane-1-thiol,0.0168,1.3209030182189603,small
octadecane-1-thiol,0.0095,1.326074031046962,small
octadecane-1-thiol,0.014499999999999999,1.350979477155323,small
octadecane-1-thiol,0.019,1.4547345474955864,small
octadecane-1-thiol,0.0121,1.3910455261895518,small
octadecane-1-thiol,0.016,1.4688926670560862,small
octadecane-1-thiol,0.017599999999999998,1.4359242785676758,small
octadecane-1-thiol,0.0184,1.5290338370768735,small
octadecane-1-thiol,0.0196,1.4857116750805217,small
octadecane-1-thiol,0.0037999999999999996,1.204011891436795,small
octadecane-1-thiol,0.0050999999999999995,1.2838855367626185,small
octadecane-1-thiol,0.005699999999999999,1.3108546888614048,small
