ligand_label,ligand_identifier,ligand_smiles,complexity_BertzCT,is_taught,cas_number,rank_average_pred_std_top2%mu,cluster,fisher-price,fisher-avail,fisher-url,sigma-price,sigma-avail,sigma-url
POOL-00022549,"InChI=1S/C5H7F6O3P/c1-15(12,13-2-4(6,7)8)14-3-5(9,10)11/h2-3H2,1H3",CP(=O)(OCC(F)(F)F)OCC(F)(F)F,224.1323712878835,False,['757-95-9'],0.2450212588,1,$139.52 / Each/nan,Check Availability,,$109.00/5 G,"Available to ship on October 06, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/579440
POOL-00040367,"InChI=1S/C9H6F3N/c10-9(11,12)8-3-1-2-7(6-8)4-5-13/h1-3,6H,4H2",N#CCc1cccc(C(F)(F)F)c1,335.44843021589907,False,['2338-76-3'],0.2179399114,2,$40.60 / Each/5g ,Check Availability,,$48.30/10 G,"Available to ship on October 06, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/199192
POOL-00025380,"InChI=1S/C9H5F4N/c10-8-5-7(9(11,12)13)2-1-6(8)3-4-14/h1-2,5H,3H2",N#CCc1ccc(C(F)(F)F)cc1F,375.378836053631,False,['239087-11-7'],0.2249162969,2,,,,$46.25/1 g,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/astatechinc/ate423890569?context=bbe
POOL-00040366,"InChI=1S/C9H6F3N/c10-9(11,12)8-3-1-7(2-4-8)5-6-13/h1-4H,5H2",N#CCc1ccc(C(F)(F)F)cc1,318.1984302158991,False,['2338-75-2'],0.2282257547,2,"$24.10
Each of 1/5g",Check Availability,,$37.70/5 G,"Only 5 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/232963
POOL-00017147,"InChI=1S/C6H3BrF3N/c7-5-4(6(8,9)10)2-1-3-11-5/h1-3H",FC(F)(F)c1cccnc1Br,258.2494627262031,False,['175205-82-0'],0.2304087895,2,"$80.40
Each/1g",Check Availability,https://www.fishersci.com/shop/products/2-bromo-3-trifluoromethyl-pyridine-98-thermo-scientific/AAH2582203#175205-82-0,$55.30/1 G,"Only 1 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/643548
POOL-00037334,"InChI=1S/C8H3F4N/c9-7-2-1-5(4-13)3-6(7)8(10,11)12/h1-3H",N#Cc1ccc(F)c(C(F)(F)F)c1,361.38726802006886,False,"['67515-59-7', '773669-57-1']",0.2176090562,2,$74.50 / Each/5g ,Check Availability,,$17.60/5 g,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh97b9fb1c?context=bbe
POOL-00009206,"InChI=1S/C7H5BrF3N/c8-3-5-1-2-6(12-4-5)7(9,10)11/h1-2,4H,3H2",FC(F)(F)c1ccc(CBr)cn1,254.34915282664105,False,['108274-33-5'],0.2367921382,2,,,,$48.40/250 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh97ba1189?context=bbe
POOL-00009176,"InChI=1S/C9H7F3O/c10-9(11,12)8-3-1-7(2-4-8)5-6-13/h1-4,6H,5H2",O=CCc1ccc(C(F)(F)F)cc1,286.72327827597474,False,['30934-62-4'],0.2159013319,2,,,,"$1,076.40/1 g",Ships in 30 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/enamine/enah3046a34a?context=bbe
POOL-00008048,"InChI=1S/C6H3BrF3N/c7-4-1-2-11-5(3-4)6(8,9)10/h1-3H",FC(F)(F)c1cc(Br)ccn1,258.24946272620303,False,['887583-90-6'],0.2436527883,2,,,,$24.20/1 g,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh2d702761?context=bbe
POOL-00026644,"InChI=1S/C6H3BrF3N/c7-5-3-1-2-4(11-5)6(8,9)10/h1-3H",FC(F)(F)c1cccc(Br)n1,258.24946272620303,False,['189278-27-1'],0.2336236402,2,"$130.20
Each/1g",Check Availability,https://www.fishersci.com/shop/products/2-bromo-6-trifluoromethyl-pyridine-97-thermo-scientific-1/AAH2574903#189278-27-1,$88.00/500 MG,"Estimated to ship on November 01, 2022",https://www.sigmaaldrich.com/US/en/product/aldrich/661147
POOL-00023609,"InChI=1S/C8H4BrF3O/c9-7-3-6(8(10,11)12)2-1-5(7)4-13/h1-4H",O=Cc1ccc(C(F)(F)F)cc1Br,332.6512909776906,False,['85118-24-7'],0.2153179894,2,,,,$22.00/1 g,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/synthonixcorporation/sy3h315b0e9f?context=bbe
POOL-00039595,"InChI=1S/C9H7F3O/c1-6(13)7-3-2-4-8(5-7)9(10,11)12/h2-5H,1H3",CC(=O)c1cccc(C(F)(F)F)c1,327.87685346687334,False,['349-76-8'],0.2147341457,2,"$53.50
Each/5g",Check Availability,https://www.fishersci.com/shop/products/3-trifluoromethyl-acetophenone-98-thermo-scientific/AAA1221006#349-76-8,$37.90/5 G,"Only 6 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/233161
POOL-00011552,"InChI=1S/C8H4BrF3O/c9-7-3-5(4-13)1-2-6(7)8(10,11)12/h1-4H",O=Cc1ccc(C(F)(F)F)c(Br)c1,332.6512909776906,False,['372120-55-3'],0.2156980419,2,,,,$16.50/100 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh303c5324?context=bbe
POOL-00006268,"InChI=1S/C6H2BrF4N/c7-3-1-2-4(6(9,10)11)12-5(3)8/h1-2H",Fc1nc(C(F)(F)F)ccc1Br,296.089826425779,False,['1159512-36-3'],0.24416103,2,,,,$83.00/250 MG,"Available to ship on October 06, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/762105
POOL-00025357,"InChI=1S/C8H4F4O/c9-7-3-5(4-13)1-2-6(7)8(10,11)12/h1-4H",O=Cc1ccc(C(F)(F)F)c(F)c1,329.4061784798541,False,['204339-72-0'],0.2146455485,2,,,,$12.10/1 g,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh58176a7f?context=bbe
POOL-00026524,"InChI=1S/C9H5BrF3N/c10-8-5-7(9(11,12)13)2-1-6(8)3-4-14/h1-2,5H,3H2",N#CCc1ccc(C(F)(F)F)cc1Br,378.6239485514675,False,['474024-36-7'],0.2257693858,2,$50.50 / Each/1g ,Check Availability,https://www.fishersci.com/shop/products/2-brmo-4-triflromethl-phen-1g/aah5351803#?keyword=true,$71.20/1 G,"Available to ship on October 06, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/566438
POOL-00004533,"InChI=1S/C8H7BrF3N/c1-5-6(4-9)2-3-7(13-5)8(10,11)12/h2-3H,4H2,1H3",Cc1nc(C(F)(F)F)ccc1CBr,308.7477157867921,False,['917396-30-6'],0.239255388,2,,,,$117.30/500 mg,Ships in 14 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/advancedchemicalintermediatesltd/ac7326370350?context=bbe
POOL-00005421,"InChI=1S/C6H2F5N/c7-3-1-2-4(8)12-5(3)6(9,10)11/h1-2H",Fc1ccc(F)c(C(F)(F)F)n1,292.48018595134226,False,['1099597-92-8'],0.229393688,2,,,,$67.32/1 g,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/manchesterorganics/man182108941?context=bbe
POOL-00030221,"InChI=1S/C8H4F4O/c9-7-3-6(8(10,11)12)2-1-5(7)4-13/h1-4H",O=Cc1ccc(C(F)(F)F)cc1F,329.4061784798541,False,['89763-93-9'],0.2152347686,2,"$42.35
Each/1g",Check Availability,https://www.fishersci.com/shop/products/2-fluoro-4-trifluoromethyl-benzaldehyde-97-thermo-scientific/AAA1850003#89763-93-9,$225.00/5 G,"Available to ship on October 06, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/529214
POOL-00010717,"InChI=1S/C8H3BrF3N/c9-7-2-1-5(4-13)3-6(7)8(10,11)12/h1-3H",N#Cc1ccc(Br)c(C(F)(F)F)c1,364.6323805179054,False,['1735-53-1'],0.2136855678,2,"$46.00
Each/1g",Check Availability,,$16.50/1 g,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/synthonixcorporation/sy3h3d677b03?context=bbe
POOL-00024991,"InChI=1S/C8H3F4NO/c9-6-3-1-2-5(8(10,11)12)7(6)13-4-14/h1-3H",O=C=Nc1c(F)cccc1C(F)(F)F,392.8180196606487,False,['190774-53-9'],0.2491539815,2,,,,$309.40/100 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/enamine/ena490047145?context=bbe
POOL-00042497,"InChI=1S/C8H4F3NO/c9-8(10,11)6-2-1-3-7(4-6)12-5-13/h1-4H",O=C=Nc1cccc(C(F)(F)F)c1,352.651926258578,False,['329-01-1'],0.2526975691,2,"$16.20
Each/1g",Check Availability,https://www.fishersci.com/shop/products/3-trifluoromethyl-phenyl-isocyanate-98-thermo-scientific/AAL0944803#329-01-1,$46.50/5 G,"Available to ship on October 06, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/159387
POOL-00006945,"InChI=1S/C8H3F5O/c9-5-2-1-4(3-14)7(10)6(5)8(11,12)13/h1-3H",O=Cc1ccc(F)c(C(F)(F)F)c1F,368.7297676207678,False,['134099-30-2'],0.2148549061,2,,,,$29.70/100 mg,Ships in 14 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh97f110d8?context=bbe
POOL-00025805,"InChI=1S/C6H3BrF3N/c7-4-1-2-5(11-3-4)6(8,9)10/h1-3H",FC(F)(F)c1ccc(Br)cn1,240.99946272620303,False,['436799-32-5'],0.2446245723,2,"$125.70
Each/1g",Check Availability,https://www.fishersci.com/shop/products/5-bromo-2-trifluoromethyl-pyridine-97-thermo-scientific-1/AAB2573103#436799-32-5,$88.80/500 MG,"Only 2 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/661104
POOL-00024989,"InChI=1S/C8H3F4NO/c9-7-5(8(10,11)12)2-1-3-6(7)13-4-14/h1-3H",O=C=Nc1cccc(C(F)(F)F)c1F,392.8180196606487,False,['190774-52-8'],0.2453464284,2,,,,$303.75/250 mg,Ships in 14 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/lifechemicalsinc/lifh22cc18a0?context=bbe
POOL-00043260,"InChI=1S/C8H4F3NO/c9-8(10,11)6-3-1-2-4-7(6)12-5-13/h1-4H",O=C=Nc1ccccc1C(F)(F)F,352.651926258578,False,['2285-12-3'],0.2433257593,2,"$22.45
Each/1g",Check Availability,https://www.fishersci.com/shop/products/2-trifluoromethyl-phenyl-isocyanate-97-thermo-scientific/AAL1115603#2285-12-3,$24.70/100 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/enamine/ena308583451?context=bbe
POOL-00003940,"InChI=1S/C6H4BrF2N/c7-4-1-2-5(6(8)9)10-3-4/h1-3,6H",FC(F)c1ccc(Br)cn1,209.49273048806663,False,['845827-13-6'],0.2236988007,2,"$199.40
Each/1g",Check Availability,https://www.fishersci.com/shop/products/5-bromo-2-difluoromethyl-pyridine-95-thermo-scientific-2/AAH6629703#845827-13-6,$103.00/500 MG,"Only 5 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/741299
POOL-00006242,"InChI=1S/C6H3BrF3NO/c7-5-2-1-4(3-11-5)12-6(8,9)10/h1-3H",FC(F)(F)Oc1ccc(Br)nc1,258.49086227671734,False,['888327-36-4'],0.2401931918,2,,,,,,
POOL-00037020,"InChI=1S/C8H4F3NS/c9-8(10,11)6-1-3-7(4-2-6)12-5-13/h1-4H",FC(F)(F)c1ccc(N=C=S)cc1,335.4019262585779,False,['1645-65-4'],0.229304789,2,,,,$59.30/1 G,"Only 3 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/476099
POOL-00024993,"InChI=1S/C8H3F4NO/c9-7-2-1-5(13-4-14)3-6(7)8(10,11)12/h1-3H",O=C=Nc1ccc(F)c(C(F)(F)F)c1,392.8180196606487,False,['139057-86-6'],0.2450661932,2,,,,$84.80/500 MG,"Available to ship on October 06, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/472220
POOL-00030189,"InChI=1S/C8H4F4O/c9-7-2-1-5(4-13)3-6(7)8(10,11)12/h1-4H",O=Cc1ccc(F)c(C(F)(F)F)c1,329.40617847985413,False,['67515-60-0'],0.2147490254,2,"$60.30
Each/1g",Check Availability,,$16.50/1 g,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/synthonixcorporation/sy3h5815f895?context=bbe
POOL-00028332,"InChI=1S/C8H4F3NS/c9-8(10,11)6-3-1-2-4-7(6)12-5-13/h1-4H",FC(F)(F)c1ccccc1N=C=S,352.651926258578,False,['1743-86-8'],0.224330352,2,"$33.40
Each of 1/5g",Check Availability,https://www.fishersci.com/shop/products/2-trifluoromethyl-phenyl-isothiocyanate-thermo-scientific/SB01593DE#1743-86-8,$16.80/1 g,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/matrixscientific/mat047023942?context=bbe
POOL-00021842,"InChI=1S/C8H3F4NO/c9-6-1-5(8(10,11)12)2-7(3-6)13-4-14/h1-3H",O=C=Nc1cc(F)cc(C(F)(F)F)c1,392.8180196606487,False,['302912-19-2'],0.2507187027,2,"$145.70
Each of 1/1g",Check Availability,https://www.fishersci.com/shop/products/3-fluoro-5-trifluoromethyl-phenyl-isocyanate-thermo-scientific/MAY00117DA#302912-19-2,$232.00/2 G,"Estimated to ship on November 02, 2022",https://www.sigmaaldrich.com/US/en/product/aldrich/495573
POOL-00035559,"InChI=1S/C10H9F3O/c1-7(14)5-8-3-2-4-9(6-8)10(11,12)13/h2-4,6H,5H2,1H3",CC(=O)Cc1cccc(C(F)(F)F)c1,341.46550185730547,False,['21906-39-8'],0.2456599911,2,"$75.90
Each/25g",Check Availability,,$16.50/1 g,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/synthonixcorporation/sy3h3d6828a2?context=bbe
POOL-00004253,"InChI=1S/C6H4BrF2N/c7-5-4(6(8)9)2-1-3-10-5/h1-3,6H",FC(F)c1cccnc1Br,226.74273048806663,False,['1211515-00-2'],0.224995776,2,"$60.00
Each of 1/250mg",Check Availability,https://www.fishersci.com/shop/products/2-bromo-3-difluoromethyl-pyridine-97-thermo-scientific-1/AAH33654MD#1211515-00-2,$57.80/250 MG,"Available to ship on October 06, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/745642
POOL-00005002,"InChI=1S/C7H3BrF3NO/c8-5-2-12-6(7(9,10)11)1-4(5)3-13/h1-3H",O=Cc1cc(C(F)(F)F)ncc1Br,336.9998065232875,False,['944904-60-3'],0.2405723256,2,,,,$58.30/250 mg,Ships in 14 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh9884c1a0?context=bbe
POOL-00025238,"InChI=1S/C6H3BrF3N/c7-5-2-1-4(3-11-5)6(8,9)10/h1-3H",FC(F)(F)c1ccc(Br)nc1,240.99946272620303,False,['50488-42-1'],0.2450165447,2,"$24.40
Each/0.25g",Check Availability,https://www.fishersci.com/shop/products/2-bromo-5-trifluoromethyl-pyridine-96-thermo-scientific/AA4338101#50488-42-1,$70.80/1 G,"Available to ship on October 06, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/661120
POOL-00005422,"InChI=1S/C8H5F6N/c1-4-2-3-5(7(9,10)11)6(15-4)8(12,13)14/h2-3H,1H3",Cc1ccc(C(F)(F)F)c(C(F)(F)F)n1,364.3751356140355,False,['1099597-76-8'],0.2241866819,2,,,,,,
POOL-00037014,"InChI=1S/C10H9F3O/c1-2-9(14)7-4-3-5-8(6-7)10(11,12)13/h3-6H,2H2,1H3",CCC(=O)c1cccc(C(F)(F)F)c1,341.46550185730547,False,['1533-03-5'],0.2199464757,2,"$68.90
Each of 1/5g",Check Availability,https://www.fishersci.com/shop/products/3-trifluoromethyl-propiophenone-97-thermo-scientific/AAB2014706#1533-03-5,$77.50/5 G,"Available to ship on October 06, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/538698
POOL-00026641,"InChI=1S/C6H3F4N/c7-5-3-11-2-1-4(5)6(8,9)10/h1-3H",Fc1cnccc1C(F)(F)F,255.0043502283665,False,['113770-87-9'],0.223089828,2,"$64.20
Each of 1/250mg",Check Availability,https://www.fishersci.com/shop/products/3-fluoro-4-trifluoromethyl-pyridine-98-thermo-scientific-1/AAL20043MD#113770-87-9,$64.80/250 MG,"Estimated to ship on November 02, 2022",https://www.sigmaaldrich.com/US/en/product/aldrich/665665
POOL-00007444,InChI=1S/C7H3BrF2O/c8-5-2-7(10)6(9)1-4(5)3-11/h1-3H,O=Cc1cc(F)c(F)cc1Br,298.73720227422257,False,['476620-54-9'],0.2152494698,2,"$99.40
Each/1g",Check Availability,https://www.fishersci.com/shop/products/2-bromo-4-5-difluorobenzaldehyde-98-thermo-scientific/AAH6462103#476620-54-9,$8.80/250 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh2d6f0c2b?context=bbe
POOL-00025245,"InChI=1S/C6H3F4N/c7-5-3-1-2-4(11-5)6(8,9)10/h1-3H",Fc1cccc(C(F)(F)F)n1,255.0043502283665,False,['94239-04-0'],0.2137336894,2,"$30.10
Each/1g",Check Availability,https://www.fishersci.com/shop/products/2-fluoro-6-trifluoromethyl-pyridine-98-thermo-scientific/AAH3263303#94239-04-0,$22.00/5 g,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/synthonixcorporation/sy3371477976?context=bbe
POOL-00024992,"InChI=1S/C8H3F4NO/c9-5-1-2-7(13-4-14)6(3-5)8(10,11)12/h1-3H",O=C=Nc1ccc(F)cc1C(F)(F)F,392.8180196606487,False,['190774-54-0'],0.2517282398,2,,,,,,
POOL-00022188,"InChI=1S/C8H3F4NS/c9-7-2-1-5(13-4-14)3-6(7)8(10,11)12/h1-3H",Fc1ccc(N=C=S)cc1C(F)(F)F,392.8180196606488,False,['302912-43-2'],0.2207934408,2,,,,$24.70/100 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/enamine/enah38a2db7b?context=bbe
POOL-00034748,"InChI=1S/C9H6BrF3O/c10-5-8(14)6-1-3-7(4-2-6)9(11,12)13/h1-4H,5H2",O=C(CBr)c1ccc(C(F)(F)F)cc1,328.90545779319825,False,['383-53-9'],0.2160327655,2,"$920.50
Case of 80/nan",,,$25.00/1 G,"Available to ship on October 06, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/669466
POOL-00036974,"InChI=1S/C10H9F3O/c1-2-9(14)7-3-5-8(6-4-7)10(11,12)13/h3-6H,2H2,1H3",CCC(=O)c1ccc(C(F)(F)F)cc1,324.21550185730547,False,['711-33-1'],0.2258402512,2,$42.83 / Each/1g ,Check Availability,https://www.fishersci.com/shop/products/4-triflromethl-propiophen-1g/aab2007403#?keyword=true,$16.50/1 g,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/synthonixcorporation/sy3h3d6828a1?context=bbe
POOL-00021964,"InChI=1S/C8H3BrF3NO/c9-5-1-2-7(13-4-14)6(3-5)8(10,11)12/h1-3H",O=C=Nc1ccc(Br)cc1C(F)(F)F,396.0631321584853,False,"['186589-12-8', '41513-02-4']",0.2493011128,2,,,,,,
POOL-00007685,"InChI=1S/C9H6F3NO/c10-9(11,12)8-3-1-7(2-4-8)5-13-6-14/h1-4H,5H2",O=C=NCc1ccc(C(F)(F)F)cc1,349.3149705843873,False,['102422-55-9'],0.2513013295,2,$86.28 / Each/nan,,,$37.40/250 mg,Ships in 14 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh95e13187?context=bbe
POOL-00039817,"InChI=1S/C8H4F4O/c9-6-3-1-5(2-4-6)7(13)8(10,11)12/h1-4H",O=C(c1ccc(F)cc1)C(F)(F)F,311.9110659820176,False,['655-32-3'],0.2147407121,2,"$275.00
Each/25g",Check Availability,,$44.70/1 G,"Only 3 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/402478
POOL-00030015,"InChI=1S/C8H4F4O/c9-7-5(4-13)2-1-3-6(7)8(10,11)12/h1-4H",O=Cc1cccc(C(F)(F)F)c1F,329.4061784798541,False,['112641-20-0'],0.2142961924,2,"$114.80
Each of 1/5g",Check Availability,https://www.fishersci.com/shop/products/2-fluoro-3-trifluoromethyl-benzaldehyde-97-thermo-scientific-1/AAB2373806#112641-20-0,$79.40/5 G,"Available to ship on October 06, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/346497
POOL-00003047,InChI=1S/C9H5BrFNO/c10-8-5-12-13-9(8)6-1-3-7(11)4-2-6/h1-5H,Fc1ccc(-c2oncc2Br)cc1,409.8079801974957,False,['1159981-77-7'],0.2267529789,2,,,,,,
POOL-00031509,"InChI=1S/C6H4BrF2N/c7-5-1-4(6(8)9)2-10-3-5/h1-3,6H",FC(F)c1cncc(Br)c1,226.74273048806663,False,['114468-04-1'],0.2452136249,2,,,,$105.00/500 MG,"Available to ship on October 06, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/741329
POOL-00003905,"InChI=1S/C6H2BrF3OS/c7-3-1-4(12-2-3)5(11)6(8,9)10/h1-2H",O=C(c1cc(Br)cs1)C(F)(F)F,303.98699680966945,False,['1252046-14-2'],0.2164848561,2,,,,,,
POOL-00025291,"InChI=1S/C9H7F2NO/c10-9(11)13-8-3-1-7(2-4-8)5-6-12/h1-4,9H,5H2",N#CCc1ccc(OC(F)F)cc1,302.38589476880867,False,['41429-16-7'],0.2528694157,2,,,,$134.00/250 MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/ph010589
POOL-00024990,"InChI=1S/C8H3F4NO/c9-6-2-1-5(8(10,11)12)3-7(6)13-4-14/h1-3H",O=C=Nc1cc(C(F)(F)F)ccc1F,392.8180196606487,False,['69922-27-6'],0.2488471254,2,"$88.60
Each/1g",Check Availability,https://www.fishersci.com/shop/products/2-fluoro-5-trifluoromethyl-phenyl-isocyanate-97-thermo-scientific-1/AAB2563003#69922-27-6,,,
POOL-00005501,InChI=1S/C9H5F2NO/c10-7-3-6(4-8(11)5-7)9-1-2-12-13-9/h1-5H,Fc1cc(F)cc(-c2ccno2)c1,391.3079801974957,False,['874800-58-5'],0.2210411314,2,,,,$20.90/250 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/apolloscientificltd/apo455838260?context=bbe
POOL-00026445,"InChI=1S/C9H6F3NO/c10-9(11,12)14-8-4-2-1-3-7(8)5-6-13/h1-4H,5H2",N#CCc1ccccc1OC(F)(F)F,353.8100788142424,False,['137218-25-8'],0.250093331,2,$21.90 / Each/5g ,Check Availability,,,,
POOL-00021715,"InChI=1S/C8H3F4NS/c9-6-2-1-5(8(10,11)12)3-7(6)13-4-14/h1-3H",Fc1ccc(C(F)(F)F)cc1N=C=S,392.8180196606487,False,['302912-40-9'],0.2425140329,2,,,,,,
POOL-00006935,"InChI=1S/C6H2BrF3OS/c7-4-2-1-3(12-4)5(11)6(8,9)10/h1-2H",O=C(c1ccc(Br)s1)C(F)(F)F,303.98699680966945,False,['34773-51-8'],0.2164171473,2,,,,$24.70/100 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/enamine/ena238712654?context=bbe
POOL-00040143,"InChI=1S/C8H4F3NO/c9-8(10,11)6-1-3-7(4-2-6)12-5-13/h1-4H",O=C=Nc1ccc(C(F)(F)F)cc1,335.401926258578,False,['1548-13-6'],0.2519062346,2,"$32.75
Each/1g",Check Availability,https://www.fishersci.com/shop/products/4-trifluoromethyl-phenyl-isocyanate-98-thermo-scientific/AAL1257603#1548-13-6,$83.00/5 G,"Available to ship on October 06, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/250821
POOL-00026547,"InChI=1S/C9H5BrF4O/c10-4-8(15)5-1-2-7(11)6(3-5)9(12,13)14/h1-3H,4H2",O=C(CBr)c1ccc(F)c(C(F)(F)F)c1,386.1890010832792,False,['537050-14-9'],0.2137603045,2,"$76.50
Each/1g",Check Availability,,$95.80/1 G,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/mno000040
POOL-00031225,"InChI=1S/C8H4BrF3O/c9-6-3-1-5(2-4-6)7(13)8(10,11)12/h1-4H",O=C(c1ccc(Br)cc1)C(F)(F)F,315.15617847985413,False,['16184-89-7'],0.2149647055,2,"$136.40
Each/1g",Check Availability,https://www.fishersci.com/shop/products/4-bromo-2-2-2-trifluoroacetophenone-97-thermo-scientific/AAH3362703#16184-89-7,$25.00/1 G,"Only 5 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/403229
POOL-00026488,"InChI=1S/C8H5F3OS/c9-8(10,11)13-7-3-1-6(5-12)2-4-7/h1-5H",O=Cc1ccc(SC(F)(F)F)cc1,291.2526032889555,False,['4021-50-5'],0.2194829993,2,$93.10 / Each/5g ,Check Availability,,$108.00/5 G,"Available to ship on October 06, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/529141
POOL-00026487,"InChI=1S/C9H7F3OS/c1-6(13)7-2-4-8(5-3-7)14-9(10,11)12/h2-5H,1H3",CC(=O)c1ccc(SC(F)(F)F)cc1,328.90545779319825,False,['713-67-7'],0.2261219556,2,,,,$68.10/1 G,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/mno000016
POOL-00005119,InChI=1S/C6H3Br2NO/c7-5-2-9-6(8)1-4(5)3-10/h1-3H,O=Cc1cc(Br)ncc1Br,261.92477087439335,False,['959244-28-1'],0.2338933353,2,,,,,,
POOL-00007738,InChI=1S/C7H3BrF2O/c8-5-2-6(9)4(3-11)1-7(5)10/h1-3H,O=Cc1cc(F)c(Br)cc1F,298.73720227422257,False,['357405-75-5'],0.2151603716,2,,,,$14.30/250 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh2d6f6ba9?context=bbe
POOL-00036944,"InChI=1S/C6H4F3N/c7-6(8,9)5-3-1-2-4-10-5/h1-4H",FC(F)(F)c1ccccn1,203.9829554837397,False,['368-48-9'],0.2160943228,2,"$69.60
Each/1g",Check Availability,https://www.fishersci.com/shop/products/2-trifluoromethyl-pyridine-97-thermo-scientific/AC442900010#368-48-9,$22.00/1 G,"Only 5 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/643572
POOL-00026809,"InChI=1S/C6H4BrF3O/c7-3-4-1-2-5(11-4)6(8,9)10/h1-2H,3H2",FC(F)(F)c1ccc(CBr)o1,240.22058898601395,False,['17515-77-4'],0.2318911097,2,"$83.30
Each of 1/nan",Check Availability,,$99.00/5 g,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/synthonixcorporation/sy3465084292?context=bbe
POOL-00005118,InChI=1S/C6H3Br2NO/c7-5-1-2-9-6(8)4(5)3-10/h1-3H,O=Cc1c(Br)ccnc1Br,241.6747708743933,False,['128071-91-0'],0.2439831588,2,,,,$18.70/250 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh303c5e1a?context=bbe
